Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3,KMeans Cluster,Agglomerative Cluster
Before Midnight,0.8981481481481488,0.263157894736842,0.1003937007874015,0.0561872909698996,15,0.9166666666666669,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Michael Moore,Michael Moore, Tucker Albrizzi, Edward R. Annis,Documentary, Drama,,1,0
Ghost in the Shell,0.731481481481481,0.263157894736842,0.0492125984251968,0.0511705685618729,15,0.6666666666666667,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,Vishal Bhardwaj,Ajay Devgn, Kareena Kapoor, Saif Ali Khan,Action, Crime, Drama,1,0
"Crouching Tiger, Hidden Dragon",0.7777777777777786,0.263157894736842,0.1220472440944882,0.0926421404682274,12,0.9166666666666669,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Vishal Bhardwaj,Irrfan Khan, Tabu, Pankaj Kapur,Crime, Drama, Thriller,1,0
Carlito's Way,0.7129629629629619,0.263157894736842,0.1692913385826771,0.0762541806020067,18,0.5277777777777778,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Seth Gordon,Steve Wiebe, Billy Mitchell, Mark Alpiger,Documentary, Biography, Sport,2,0
Edward Scissorhands,0.6851851851851833,0.263157894736842,0.09251968503937,0.1779264214046823,12,0.6388888888888888,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,"Tamara Kotevska, Ljubomir Stefanov",Hatidze Muratova, Nazife Muratova, Hussein Sam,Documentary, Drama,,1,1
Annie Hall,0.5648148148148131,0.263157894736842,0.0688976377952756,0.0913043478260869,AA,0.8888888888888888,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Karthik Subbaraj,Raghava Lawrence, S.J. Suryah, Nimisha Sajayan,Action, Comedy, Drama,1,0
Being There,0.5833333333333321,0.263157894736842,0.1417322834645669,0.0234113712374581,AA,0.7638888888888888,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",Darin J. Sallam,Karam Taher, Ashraf Barhom, Ali Suliman,Drama,,,1,0
Spartacus,0.4074074074074083,0.263157894736842,0.2736220472440944,0.045819397993311,PG,0.8194444444444444,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",Bahman Ghobadi,Soran Ebrahim, Avaz Latif, Hiresh Feysal Rahman,Drama, War,,1,0
A Fistful of Dollars,0.4444444444444428,0.263157894736842,0.0807086614173228,0.077257525083612,15,0.5138888888888888,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Farhan Akhtar,Aamir Khan, Saif Ali Khan, Akshaye Khanna,Comedy, Drama, Romance,2,0
Strangers on a Train,0.3240740740740726,0.263157894736842,0.0846456692913386,0.0451505016722408,PG,0.8333333333333333,A psychopath tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.,Rajkumar Hirani,Sanjay Dutt, Arshad Warsi, Vidya Balan,Comedy, Drama, Romance,1,0
"Blood In, Blood Out",0.7129629629629619,0.263157894736842,0.2401574803149606,0.008695652173913,18,0.2638888888888889,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",Lee Hae-jun,Jeong Jae-yeong, Jung Ryeo-won, Young-Seo Park,Comedy, Drama, Romance,2,1
Wings of Desire,0.6574074074074083,0.263157894736842,0.1377952755905512,0.0234113712374581,PG,0.7083333333333333,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Ram Gopal Varma,Ajay Devgn, Mohanlal, Manisha Koirala,Action, Crime, Drama,1,0
Doctor Zhivago,0.4537037037037024,0.263157894736842,0.2657480314960629,0.0247491638795986,PG,0.5694444444444444,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",Erich von Stroheim,Gibson Gowland, Zasu Pitts, Jean Hersholt,Drama, Thriller, Western,2,0
The Nightmare Before Christmas,0.7129629629629619,0.263157894736842,0.0354330708661417,0.1280936454849498,PG,0.75,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Mathur Goswami, Neeraj Pandey",Sushant Singh Rajput, Kiara Advani, Disha Patani,Biography, Drama, Sport,1,0
Sing Street,0.9259259259259238,0.263157894736842,0.0944881889763779,0.031438127090301,12A,0.7083333333333333,"A young lad notices a beautiful girl who begins to occupy his thoughts. While struggling with poverty, personal relationships and life's woes, he starts a band, hoping to catch her attention.",Krzysztof Kieslowski,Miroslaw Baka, Krzysztof Globisz, Jan Tesarz,Crime, Drama,,1,0
A Streetcar Named Desire,0.3240740740740726,0.263157894736842,0.1259842519685039,0.0357859531772575,X,0.9583333333333331,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Yasujirô Ozu,Chishû Ryû, Shima Iwashita, Keiji Sada,Drama,,,1,0
Dancer in the Dark,0.7777777777777786,0.263157894736842,0.1515748031496062,0.0367892976588628,15,0.4861111111111111,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,Akira Kurosawa,Toshirô Mifune, Masayuki Mori, Kyôko Kagawa,Crime, Drama, Thriller,2,0
Solaris,0.518518518518519,0.263157894736842,0.2145669291338582,0.0304347826086956,PG,0.9027777777777776,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,F.W. Murnau,Emil Jannings, Maly Delschaft, Max Hiller,Drama,,,1,0
Togo,0.9537037037037024,0.263157894736842,0.108267716535433,0.0160535117056856,PG,0.5694444444444444,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.","Edward Sedgwick, Buster Keaton",Buster Keaton, Marceline Day, Harold Goodwin,Comedy, Drama, Family,2,0
The Sacrifice,0.6481481481481488,0.263157894736842,0.1791338582677165,0.0076923076923076,PG,0.7916666666666667,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Marwan Hamed,Karim Abdel Aziz, Khaled El-Sawi, Nilli Karim,Crime, Drama, Horror,1,0
Amour,0.8888888888888893,0.263157894736842,0.1358267716535433,0.0327759197324414,12A,0.9305555555555556,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Vignesh Raja,R. Sarathkumar, Lisha Chinnu, Ashok Selvan,Action, Crime, Thriller,1,0
A Christmas Story,0.6203703703703702,0.263157894736842,0.0688976377952756,0.0551839464882943,PG,0.6805555555555556,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.","Yilmaz Erdogan, Ömer Faruk Sorak",Yilmaz Erdogan, Demet Akbag, Altan Erkekli,Comedy, Drama, History,1,0
The Wrestler,0.8518518518518512,0.263157894736842,0.1003937007874015,0.1050167224080267,15,0.7222222222222223,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",Sachy,Biju Menon, Prithviraj Sukumaran, Ranjith,Action, Drama, Thriller,1,0
Shoplifters,0.9444444444444428,0.263157894736842,0.124015748031496,0.0267558528428093,15,0.9027777777777776,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",Neeraj Pandey,Akshay Kumar, Anupam Kher, Manoj Bajpayee,Crime, Drama, History,1,0
Captains Courageous,0.1944444444444428,0.263157894736842,0.1161417322834645,0.0003344481605351,U,0.7361111111111112,"A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.","Mark Achbar, Jennifer Abbott",Mikela Jay, Rob Beckwermert, Christopher Gora,Documentary, History,,1,0
Hero,0.7962962962962941,0.263157894736842,0.0964566929133858,0.060200668896321,12A,0.7916666666666667,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Anurag Kashyap,Kay Kay Menon, Raj Singh Chaudhary, Raja Chaudhary,Crime, Drama, Thriller,1,0
The Maltese Falcon,0.2314814814814809,0.263157894736842,0.0826771653543307,0.0535117056856187,PG,0.9583333333333331,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",Yash Chopra,Amitabh Bachchan, Shashi Kapoor, Nirupa Roy,Action, Crime, Drama,1,0
The Manchurian Candidate,0.4259259259259238,0.263157894736842,0.1338582677165354,0.0240802675585284,12A,0.9166666666666669,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,Cassie Jaye,Cassie Jaye, Paul Elam, Attila Vinczer,Documentary,,,1,0
The Wild Bunch,0.4907407407407405,0.263157894736842,0.171259842519685,0.0274247491638796,18,0.972222222222222,"An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.",Bing Liu,Kent Abernathy, Mengyue Bolen, Nina Bowgren,Documentary, Sport,,1,0
Notorious,0.2777777777777785,0.263157894736842,0.0866141732283464,0.0334448160535117,A,1.0,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,René Clément,Georges Poujouly, Brigitte Fossey, Amédée,Drama, War,,1,0
All the President's Men,0.5555555555555536,0.263157894736842,0.1574803149606299,0.040133779264214,AA,0.7777777777777777,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Ketan Mehta,Nawazuddin Siddiqui, Radhika Apte, Ashutosh Acharya,Biography, Drama,,1,0
The Big Country,0.3888888888888893,0.263157894736842,0.2125984251968503,0.0040133779264214,PG,0.4583333333333333,"A New England sea captain in the 1880s arrives at his fiancée's sprawling Texas ranch, where he becomes embroiled in a feud between two families over a valuable patch of land.",Sukumar,Mahesh Babu, Kriti Sanon, Nassar,Action, Thriller,,2,0
Rope,0.296296296296294,0.263157894736842,0.0433070866141732,0.0498327759197324,PG,0.625,Two men try to convince themselves they've committed the perfect murder by hosting a dinner party after strangling a former classmate to death.,Vladimir Menshov,Vera Alentova, Aleksey Batalov, Irina Muravyova,Comedy, Drama, Romance,1,0
The Leopard,0.4351851851851833,0.263157894736842,0.2519685039370078,0.0070234113712374,PG,1.0,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",Kamal Haasan,Kamal Haasan, Shah Rukh Khan, Rani Mukerji,Crime, Drama, History,1,0
King Kong,0.1574074074074083,0.263157894736842,0.0826771653543307,0.0277591973244147,PG,0.8888888888888888,"A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.","Peter D. Hutchison, Kelly Nyks, Jared P. Scott",Spiro Agnew, William F. Buckley, Noam Chomsky,Documentary, Biography, News,1,0
The Raid 2,0.9074074074074084,0.263157894736842,0.1811023622047244,0.0414715719063545,18,0.5972222222222222,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Çagan Irmak,Çetin Tekindor, Yigit Özsener, Gökçe Bahadir,Comedy, Drama, Family,2,0
Harold and Maude,0.5092592592592595,0.263157894736842,0.0649606299212598,0.0247491638795986,AA,0.4722222222222222,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Brian Knappenberger,Aaron Swartz, Tim Berners-Lee, Cindy Cohn,Documentary, Biography, Crime,2,1
Tampopo,0.6388888888888893,0.263157894736842,0.1102362204724409,0.0046822742474916,18,0.8194444444444444,A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.,"Joe Berlinger, Bruce Sinofsky",Gary Gitchell, Todd Moore, Dana Moore,Documentary, Crime,,1,0
The Hustler,0.4166666666666643,0.263157894736842,0.1496062992125984,0.0260869565217391,X,0.8611111111111112,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,"Sam Dunn, Scot McFadyen, Jessica Joy Wise",Tom Araya, Gavin Baddeley, Blasphemer,Documentary, Music,,1,0
Mirror,0.5462962962962941,0.263157894736842,0.0964566929133858,0.0147157190635451,U,0.75,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Srdjan Dragojevic,Dusan Pekic, Milan Maric, Dragan Bjelogrlic,Comedy, Crime, Drama,1,0
The Big Sleep,0.2777777777777785,0.263157894736842,0.1102362204724409,0.0277591973244147,PG,0.8055555555555556,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail--and what might be love.",Mari Selvaraj,Dhanush, Lal, Rajisha Vijayan,Action, Drama,,1,0
