Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
2161.0,Drunken Master II,1994.0,7.5,102.0,50000.0,12,74.0,A young martial artist is caught between respecting his pacifist father's wishes or stopping a group of disrespectful foreigners from stealing precious artifacts.,Joel Coen,"Billy Bob Thornton, Frances McDormand, Michael Badalucco","Crime, Drama"
2162.0,Instructions Not Included,2013.0,7.5,115.0,33000.0,12,55.0,A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.,Gary Ross,"Tobey Maguire, Jeff Daniels, Joan Allen","Comedy, Drama, Fantasy"
2163.0,Europa,1991.0,7.5,108.0,24000.0,15,69.0,"Just after World War II, an American takes a railway job in Germany, but finds his position politically sensitive with various people trying to use him.",Robert Wise,"Steve McQueen, Richard Attenborough, Richard Crenna","Adventure, Drama, Romance"
2164.0,The Lady from Shanghai,1947.0,7.5,87.0,35000.0,PG,,"Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.",Stephen Frears,"Glenn Close, John Malkovich, Michelle Pfeiffer","Drama, Romance"
2165.0,The Secret of Kells,2009.0,7.5,71.0,39000.0,PG,81.0,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",Pedro Almodóvar,"Antonio Banderas, Asier Etxeandia, Leonardo Sbaraglia",Drama
2166.0,Boy,2010.0,7.5,87.0,30000.0,15,70.0,"Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",Jason Reitman,"Aaron Eckhart, Cameron Bright, Maria Bello","Comedy, Drama"
2167.0,Kiss Me Deadly,1955.0,7.5,106.0,23000.0,A,,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".","Nick Bruno, Troy Quane","Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang","Animation, Action, Adventure"
2168.0,The Phantom of the Opera,1925.0,7.5,101.0,21000.0,PG,,"A mad, disfigured composer seeks love with a lovely young opera singer.",Takeshi Koike,"Takuya Kimura, Yû Aoi, Tadanobu Asano","Animation, Action, Sci-Fi"
2169.0,The Imposter,2012.0,7.5,99.0,52000.0,15,77.0,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,Bob Gale,"James Marsden, Gary Oldman, Kurt Russell","Adventure, Comedy, Drama"
2170.0,How to Steal a Million,1966.0,7.5,123.0,31000.0,U,,The daughter of an art forger teams up with a burglar to steal one of her father's forgeries and protect his secret.,J. Lee Thompson,"David Niven, Gregory Peck, Anthony Quinn","Action, Adventure, Drama"
2171.0,Scum,1979.0,7.5,98.0,14000.0,X,78.0,An uncompromising story of life in a British juvenile offender institution in the '70s.,Justin Baldoni,"Fin Argus, Neve Campbell, Sabrina Carpenter","Biography, Drama, Music"
2172.0,Hour of the Wolf,1968.0,7.5,88.0,23000.0,X,,"While vacationing on a remote German island with his younger pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",Kimberly Peirce,"Hilary Swank, Chloë Sevigny, Peter Sarsgaard","Biography, Crime, Drama"
2173.0,Ip Man 2,2010.0,7.5,108.0,113000.0,15,67.0,Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter","Comedy, Drama, Romance"
2174.0,The Red Turtle,2016.0,7.5,80.0,40000.0,PG,86.0,"A man is shipwrecked on a deserted island and encounters a big red turtle, which changes his life.",Kevin Macdonald,"Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud","Biography, Crime, Drama"
2175.0,Living in Oblivion,1995.0,7.5,90.0,21000.0,15,81.0,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,Jim Jarmusch,"Forest Whitaker, Henry Silva, John Tormey","Crime, Drama"
2176.0,Love Me If You Dare,2003.0,7.5,93.0,73000.0,15,45.0,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",Ava DuVernay,"David Oyelowo, Carmen Ejogo, Oprah Winfrey","Biography, Drama, History"
2177.0,The Collector,1965.0,7.5,119.0,12000.0,X,,A man kidnaps a woman and holds her hostage just for the pleasure of having her there.,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney","Crime, Drama, Mystery"
2178.0,Summer with Monika,1953.0,7.5,96.0,17000.0,PG,,"A pair of teenagers meet one summer day, start a reckless affair and abandon their families to be with one another.",Clint Eastwood,"Kevin Costner, Clint Eastwood, Laura Dern","Crime, Drama, Thriller"
2179.0,The Counterfeiters,2007.0,7.5,99.0,48000.0,15,78.0,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during World War II.",Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover","Adventure, Comedy, Drama"
2180.0,Lenny,1974.0,7.5,111.0,18000.0,X,61.0,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public.",Kim Jee-woon,"Lee Byung-hun, Shin Min-a, Kim Yeong-cheol","Action, Crime, Drama"
2181.0,The Flight of the Phoenix,1965.0,7.5,142.0,23000.0,PG,,"After an oil company plane crashes in the Sahara, the survivors' hopes are buoyed by one of the passengers, an airplane designer who comes up with a plan to build a flyable plane from the wreckage.",Milos Forman,"John Savage, Treat Williams, Beverly D'Angelo","Comedy, Drama, Musical"
2182.0,Wuthering Heights,1939.0,7.5,104.0,20000.0,PG,,A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,Chantal Akerman,"Delphine Seyrig, Jan Decorte, Henri Storck",Drama
2183.0,Disconnect,2012.0,7.5,115.0,79000.0,15,64.0,A drama centered on a group of people searching for human connections in today's wired world.,Mel Brooks,"Zero Mostel, Gene Wilder, Dick Shawn","Comedy, Music"
2184.0,The Damned United,2009.0,7.5,98.0,47000.0,15,81.0,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.,Ken Loach,"Cillian Murphy, Pádraic Delaney, Liam Cunningham","Drama, War"
2185.0,The Bitter Tears of Petra von Kant,1972.0,7.5,124.0,12000.0,X,73.0,A troubled fashion designer strikes up a romance with a much younger woman.,George Pal,"Rod Taylor, Alan Young, Yvette Mimieux","Adventure, Romance, Sci-Fi"
2186.0,Whale Rider,2002.0,7.5,101.0,45000.0,PG,80.0,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",Don Bluth,"Elizabeth Hartman, Derek Jacobi, Dom DeLuise","Animation, Adventure, Drama"
2187.0,Coal Miner's Daughter,1980.0,7.5,124.0,21000.0,PG,84.0,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",Albert Lewin,"George Sanders, Hurd Hatfield, Donna Reed","Drama, Fantasy, Horror"
2188.0,Happy as Lazzaro,2018.0,7.5,128.0,22000.0,12A,87.0,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.,Robert Altman,"Elliott Gould, Nina van Pallandt, Sterling Hayden","Comedy, Crime, Drama"
2189.0,Brute Force,1947.0,7.5,98.0,12000.0,12,80.0,"At a tough penitentiary, prisoner Joe Collins plans to rebel against Captain Munsey, the power-mad chief guard.",Terry Gilliam,"Jeff Bridges, Robin Williams, Adam Bryant","Comedy, Drama, Fantasy"
2190.0,"Suddenly, Last Summer",1959.0,7.5,114.0,18000.0,X,54.0,A surgeon is assigned the case of a young woman whose aunt wants her lobotomized to cover up a family secret.,Park Chan-wook,"Nam-mi Kang, Jeong-nam Choi, Hye-Sook Go","Crime, Drama, Thriller"
2191.0,Fresh,1994.0,7.5,114.0,15000.0,18,81.0,"Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",Makoto Shinkai,"Kotaro Daigo, Nana Mori, Tsubasa Honda","Animation, Drama, Fantasy"
2192.0,Stolen Kisses,1968.0,7.5,91.0,16000.0,15,,"After being discharged from the army, Antoine Doinel centers a screwball comedy where he applies for different jobs and tries to make sense of his relationships with women.",Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths","Comedy, Drama"
2193.0,Blue Collar,1978.0,7.5,114.0,11000.0,X,77.0,"When three automotive factory workers who're struggling financially try to steal from their own labor union, they discover corruption, and reluctantly decide to use this information for blackmail.",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley","Biography, Comedy, Drama"
2194.0,Balloon,2018.0,7.5,125.0,14000.0,12A,53.0,"East Germany, 1979. After initially failing to flee from the East to the West in a self-built hot-air balloon, two families struggle to make a second attempt, while the East German State Police are chasing them.",Luc Besson,"Jean-Marc Barr, Jean Reno, Rosanna Arquette","Adventure, Drama, Sport"
2195.0,Sunshine,1999.0,7.5,181.0,16000.0,15,71.0,The fate of a Hungarian Jewish family throughout the 20th century.,Lulu Wang,"Shuzhen Zhao, Awkwafina, X Mayo","Comedy, Drama"
2196.0,Dearest Love,1971.0,7.5,118.0,11000.0,X,,"As France is nearing the end of the first Indochina War, an open-minded teenage boy finds himself torn between a rebellious urge to discover love, and the ever-present, almost dominating affection of his beloved mother.",Michal Gazda,"Leszek Lichota, Maria Kowalska, Ignacy Liss","Drama, Romance"
2197.0,Tickled,2016.0,7.5,92.0,22000.0,15,76.0,"Journalist David Farrier stumbles upon a mysterious tickling competition online. As he delves deeper he comes up against fierce resistance, but that doesn't stop him getting to the bottom of a story stranger than fiction.",Nikolaj Arcel,"Alicia Vikander, Mads Mikkelsen, Mikkel Boe Følsgaard","Biography, Drama, History"
2198.0,Dead of Night,1945.0,7.5,103.0,15000.0,PG,,Guests at an English estate recall nightmares.,Shunji Iwai,"Hayato Ichihara, Shûgo Oshinari, Ayumi Ito","Crime, Drama, Music"
2199.0,On Body and Soul,2017.0,7.5,116.0,31000.0,18,77.0,"When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it's difficult in real life.",Richard Attenborough,"Robert Downey Jr., Geraldine Chaplin, Paul Rhys","Biography, Comedy, Drama"
2200.0,All or Nothing,2002.0,7.5,128.0,12000.0,18,72.0,"In a poor working class London home, Penny's love for her partner, taxi driver Phil, has run dry. When an unexpected tragedy occurs, they and their local community are brought back together.",Tim Robbins,"Susan Sarandon, Sean Penn, Robert Prosky","Crime, Drama"
2201.0,Remember,2015.0,7.5,94.0,29000.0,15,52.0,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.",Guillaume Canet,"François Cluzet, Marie-Josée Croze, André Dussollier","Crime, Drama, Mystery"
2202.0,Fahrenheit 9/11,2004.0,7.5,122.0,133000.0,15,67.0,Michael Moore's view on what happened to the United States after 9/11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,Park Chan-wook,"Song Kang-ho, Shin Ha-kyun, Bae Doona","Crime, Drama, Thriller"
2203.0,Cobain: Montage of Heck,2015.0,7.5,132.0,33000.0,15,83.0,"An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana.",Steve McQueen,"Michael Fassbender, Liam Cunningham, Stuart Graham","Biography, Crime, Drama"
2204.0,Lilies of the Field,1963.0,7.5,94.0,14000.0,U,61.0,A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,Jérémie Périn,"Léa Drucker, Mathieu Amalric, Daniel Njo Lobé","Animation, Action, Mystery"
2205.0,"Hush...Hush, Sweet Charlotte",1964.0,7.5,133.0,17000.0,15,,"An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.",Jackie Chan,"Jackie Chan, Maggie Cheung, Brigitte Lin","Action, Comedy, Crime"
2206.0,Frantz,2016.0,7.5,113.0,18000.0,12,73.0,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",Rodrigo Sorogoyen,"Marina Foïs, Denis Ménochet, Luis Zahera","Drama, Thriller"
2207.0,Sonatine,1993.0,7.5,94.0,24000.0,18,73.0,Several yakuza from Tokyo are sent to Okinawa to help end a gang war. The war then escalates and the Tokyo drifters decide to lay low at the beach.,John Mackenzie,"Bob Hoskins, Helen Mirren, Paul Freeman","Crime, Drama, Mystery"
2208.0,High Sierra,1941.0,7.5,100.0,20000.0,PG,,"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",Anders Thomas Jensen,"Søren Pilmark, Ulrich Thomsen, Mads Mikkelsen","Action, Comedy, Crime"
2209.0,Ratcatcher,1999.0,7.5,94.0,12000.0,15,78.0,A naïve young lad navigates the dirty squalid streets of 1973 Glasgow and the poor youth around him.,Gus Van Sant,"Sean Penn, Josh Brolin, Emile Hirsch","Biography, Drama, History"
2210.0,Berserk: The Golden Age Arc I - The Egg of the King,2012.0,7.5,76.0,15000.0,15,,"A lone sellsword named Guts gets recruited into a mercenary band and attempts to help the Band's leader, Griffith, on his rise to power.",Robert Redford,"Ralph Fiennes, John Turturro, Rob Morrow","Biography, Drama, History"
2211.0,Cyrano de Bergerac,1990.0,7.5,137.0,27000.0,PG,79.0,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",Roman Polanski,"Roman Polanski, Isabelle Adjani, Melvyn Douglas","Drama, Thriller"
2212.0,Chup - The Revenge of an Artist,2022.0,7.5,135.0,26000.0,18,,A lonesome florist with a new-found love interest and a psychopath killer who targets film critics in Mumbai. Are the two related? Inspector Arvind Mathur and Dr. Zenobia are about to find out.,Arthur Penn,"Dustin Hoffman, Faye Dunaway, Chief Dan George","Adventure, Comedy, Drama"
2213.0,Evangelion: 1.0 You Are (Not) Alone,2007.0,7.5,98.0,29000.0,12,66.0,The fate of the world is threatened by seemingly monstrous entities known as Angels. NERV is an organization set up to counter this threat and it is up to young pilots to protect Earth but exactly what are the real motives behind NERV?,Gustav Möller,"Jakob Cedergren, Jessica Dinnage, Omar Shargawi","Crime, Drama, Thriller"
2214.0,The Naked City,1948.0,7.5,96.0,16000.0,PG,74.0,A step-by-step look at a murder investigation on the streets of New York.,Shûsuke Kaneko,"Tatsuya Fujiwara, Ken'ichi Matsuyama, Asaka Seto","Crime, Drama, Fantasy"
2215.0,La Cérémonie,1995.0,7.5,111.0,14000.0,15,,A newly hired maid for a rich countryside family befriends a post-office clerk who encourages her to rebel against her employers.,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw",Drama
