Index,Title,Year,Rating,Length (minutes),Rating Amount,Group,Metascore,Short Description,Directors,Stars
1938,1938. Baby Driver,2017,7.5,113,639000,R,86.0,"Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.",Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm"
1939,1939. The Town,2010,7.5,125,427000,R,74.0,A proficient group of thieves rob a bank and hold the manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm"
1940,1940. A Quiet Place,2018,7.5,90,620000,PG-13,82.0,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds"
1941,1941. Sleepers,1996,7.5,147,243000,R,49.0,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt"
1942,1942. Les Misérables,2012,7.5,158,352000,PG-13,63.0,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway"
1943,1943. Scott Pilgrim vs. the World,2010,7.5,112,477000,PG-13,69.0,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin"
1944,1944. A Man Called Otto,2022,7.5,126,186000,PG-13,51.0,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",Marc Forster,"Tom Hanks, Mariana Treviño, Rachel Keller"
1945,1945. Guy Ritchie's the Covenant,2023,7.5,123,183000,R,63.0,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar"
1946,1946. Indiana Jones and the Temple of Doom,1984,7.5,118,547000,PG,57.0,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.",Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan"
1947,1947. Battle Royale,2000,7.5,114,199000,Not Rated,81.0,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill one another under the revolutionary ""Battle Royale"" act.",Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto"
1948,1948. The Impossible,2012,7.5,114,253000,PG-13,73.0,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland"
1949,1949. The Devil's Advocate,1997,7.5,144,417000,R,60.0,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron"
1950,1950. Promising Young Woman,2020,7.5,113,221000,R,72.0,"Nothing in Cassie's life is what it appears to be - she's wickedly smart, tantalizingly cunning, and she's living a secret double life. Now, an unexpected encounter is about to give Cassie a chance to right the wrongs from the past.",Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie"
1951,1951. The Hunger Games: Catching Fire,2013,7.5,146,740000,PG-13,76.0,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth"
1952,1952. Batman,1989,7.5,126,416000,PG-13,69.0,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger"
1953,1953. The Conjuring,2013,7.5,112,577000,R,68.0,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston"
1954,1954. Interview with the Vampire,1994,7.5,123,359000,R,62.0,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",Neil Jordan,"Brad Pitt, Tom Cruise, Antonio Banderas"
1955,1955. Total Recall,1990,7.5,113,364000,R,60.0,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside"
1956,1956. The Piano Teacher,2001,7.5,131,75000,R,79.0,A young man romantically pursues his masochistic piano teacher.,Michael Haneke,"Isabelle Huppert, Annie Girardot, Benoît Magimel"
1957,1957. Upgrade,2018,7.5,100,218000,R,67.0,"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.",Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen"
1958,1958. Jackie Brown,1997,7.5,154,386000,R,62.0,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.",Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster"
1959,1959. Trading Places,1983,7.5,116,173000,R,69.0,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,John Landis,"Eddie Murphy, Dan Aykroyd, Ralph Bellamy"
1960,1960. Contact,1997,7.5,150,301000,PG,62.0,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt"
1961,1961. Fruitvale Station,2013,7.5,85,87000,R,85.0,"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer"
1962,1962. Kill,2023,7.5,105,37000,R,74.0,"During a train trip to New Delhi, a pair of commandos face an army of invading bandits.",Nikhil Nagesh Bhat,"Lakshya, Raghav Juyal, Tanya Maniktala"
1963,1963. American Fiction,2023,7.5,117,106000,R,81.0,A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to disdain.,Cord Jefferson,"Jeffrey Wright, Tracee Ellis Ross, John Ortiz"
1964,1964. A Time to Kill,1996,7.5,149,188000,R,53.0,A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson"
1965,1965. One Life,2023,7.5,109,31000,PG,69.0,"Sir Nicholas 'Nicky' Winton, a young London broker who, in the months leading up to World War II, rescued over 600 children from Nazi-occupied Czechoslovakia.",James Hawes,"Anthony Hopkins, Lena Olin, Johnny Flynn"
1966,1966. Gangs of New York,2002,7.5,167,484000,R,72.0,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.",Martin Scorsese,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis"
1967,1967. Spider-Man 2,2004,7.5,127,735000,PG-13,83.0,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina"
1968,1968. The Hurt Locker,2008,7.5,131,481000,R,95.0,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty"
1969,1969. Lone Survivor,2013,7.5,121,313000,R,60.0,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch"
1970,1970. The Warriors,1979,7.5,93,114000,R,65.0,A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.,Walter Hill,"Michael Beck, James Remar, Dorsey Wright"
1971,1971. The Crow,1994,7.5,102,219000,R,72.0,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural avenger.",Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis"
1972,1972. Little Children,2006,7.5,137,119000,R,75.0,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",Todd Field,"Kate Winslet, Jennifer Connelly, Patrick Wilson"
1973,1973. Wallace & Gromit: The Curse of the Were-Rabbit,2005,7.5,85,151000,G,87.0,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.","Steve Box, Nick Park","Peter Sallis, Helena Bonham Carter, Ralph Fiennes"
1974,1974. Legends of the Fall,1994,7.5,133,189000,R,45.0,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn"
1975,1975. The Favourite,2018,7.5,119,245000,R,91.0,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz"
1976,1976. Zombieland,2009,7.5,88,639000,R,73.0,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",Ruben Fleischer,"Jesse Eisenberg, Emma Stone, Woody Harrelson"
1977,"1977. I, Tonya",2017,7.5,119,250000,R,77.0,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney"
1978,1978. Ice Age,2002,7.5,81,537000,PG,61.0,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.","Chris Wedge, Carlos Saldanha","Denis Leary, John Leguizamo, Ray Romano"
1979,1979. Doctor Strange,2016,7.5,115,832000,PG-13,72.0,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams"
1980,1980. The Abyss,1989,7.5,140,199000,PG-13,62.0,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn"
1981,1981. Twin Peaks: The Missing Pieces,2014,7.5,91,14000,,,Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel.,David Lynch,"Chris Isaak, Kiefer Sutherland, C.H. Evans"
1982,1982. An American Werewolf in London,1981,7.5,97,127000,R,55.0,"American college students David Kessler and Jack Goodman on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists. Jack dies. David recovers in a hospital, where he has nightmares.",John Landis,"David Naughton, Jenny Agutter, Joe Belcher"
1983,1983. 127 Hours,2010,7.5,94,411000,R,82.0,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara"
1984,1984. Collateral,2004,7.5,120,444000,R,71.0,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith"
1985,1985. The Hunt for Red October,1990,7.5,135,221000,PG,58.0,"In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?",John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn"
1986,1986. National Lampoon's Christmas Vacation,1989,7.5,97,234000,PG-13,49.0,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,Jeremiah S. Chechik,"Chevy Chase, Beverly D'Angelo, Juliette Lewis"
1987,1987. The Aviator,2004,7.5,170,392000,PG-13,77.0,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale"
1988,1988. Young Woman and the Sea,2024,7.5,129,15000,PG,62.0,"The story of competitive swimmer Gertrude Ederle, who, in 1926, was the first woman to ever swim across the English Channel.",Joachim Rønning,"Daisy Ridley, Tilda Cobham-Hervey, Stephen Graham"
1989,1989. The Last Temptation of Christ,1988,7.5,164,65000,R,80.0,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.",Martin Scorsese,"Willem Dafoe, Harvey Keitel, Barbara Hershey"
1990,1990. Master and Commander: The Far Side of the World,2003,7.5,138,244000,PG-13,81.0,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd"
1991,1991. Munich,2005,7.5,164,245000,R,74.0,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze"
1992,1992. It's a Mad Mad Mad Mad World,1963,7.5,210,48000,Approved,59.0,"A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each other in a race across the state to get to it.",Stanley Kramer,"Spencer Tracy, Milton Berle, Ethel Merman"
